timestamp,close,high,volume,open,low
2019-06-17 00:19:41,241.77000427246094,241.94000244140625,114107.0,241.10000610351562,241.10000610351562
2019-06-17 00:20:42,243.0800018310547,243.69000244140625,309802.0,241.75999450683594,241.67999267578125
2019-06-17 00:47:34,243.16000366210938,243.1999969482422,143161.0,243.0800018310547,242.5
2019-06-17 01:07:57,243.44000244140625,243.58999633789062,90154.0,243.2100067138672,243.2100067138672
2019-06-17 01:21:35,242.5399932861328,243.6699981689453,30257.0,243.44000244140625,242.5399932861328
2019-06-17 01:34:38,242.7899932861328,242.83999633789062,9448.0,242.5399932861328,242.4499969482422
2019-06-17 01:42:12,242.4600067138672,242.91000366210938,29868.0,242.7899932861328,242.33999633789062
2019-06-17 02:00:02,241.9499969482422,242.60000610351562,66910.0,242.60000610351562,241.9499969482422
2019-06-17 02:05:48,242.60000610351562,242.77999877929688,11570.0,242.2899932861328,241.9199981689453
2019-06-17 02:35:25,240.19000244140625,242.08999633789062,136545.0,242.08999633789062,240.19000244140625
2019-06-17 02:57:30,239.69000244140625,240.13999938964844,48462.0,240.13999938964844,239.69000244140625
2019-06-17 03:00:46,241.1300048828125,241.1300048828125,65458.0,240.61000061035156,240.4199981689453
2019-06-17 03:01:58,240.61000061035156,240.61000061035156,67587.0,239.75,239.6999969482422
2019-06-17 03:33:54,240.3300018310547,241.02999877929688,87650.0,241.02999877929688,240.24000549316406
2019-06-17 03:38:49,240.7100067138672,240.7100067138672,92541.0,240.30999755859375,240.25999450683594
2019-06-17 04:14:00,240.41000366210938,241.0800018310547,72338.0,240.7100067138672,239.9600067138672
2019-06-17 04:18:03,240.1300048828125,240.7100067138672,78312.0,240.41000366210938,240.1300048828125
2019-06-17 04:18:13,240.32000732421875,240.36000061035156,61217.0,240.14999389648438,239.9499969482422
2019-06-17 04:44:35,239.8300018310547,240.6199951171875,97416.0,240.5,239.8300018310547
2019-06-17 05:02:28,239.10000610351562,239.22000122070312,75096.0,238.91000366210938,238.89999389648438
2019-06-17 05:14:38,238.80999755859375,239.8000030517578,162246.0,239.8000030517578,238.67999267578125
2019-06-17 05:15:51,239.2899932861328,239.38999938964844,63967.0,239.32000732421875,239.19000244140625
2019-06-17 05:44:47,239.1300048828125,239.3000030517578,21862.0,239.25,239.02999877929688
2019-06-17 06:13:12,239.38999938964844,239.74000549316406,88186.0,239.1300048828125,239.10000610351562
2019-06-17 06:18:13,239.49000549316406,239.66000366210938,50788.0,239.3000030517578,239.08999633789062
2019-06-17 06:20:00,240.35000610351562,240.35000610351562,60718.0,239.5,239.5
2019-06-17 06:51:48,240.3800048828125,240.4600067138672,63728.0,240.38999938964844,240.05999755859375
2019-06-17 06:57:32,240.10000610351562,240.30999755859375,153845.0,240.30999755859375,239.88999938964844
2019-06-17 07:23:19,240.5500030517578,240.64999389648438,243721.0,240.14999389648438,240.14999389648438
2019-06-17 07:39:24,240.69000244140625,240.7100067138672,1123024.0,240.60000610351562,240.42999267578125
2019-06-17 07:52:12,240.30999755859375,240.74000549316406,82913.0,240.50999450683594,240.30999755859375
2019-06-17 08:05:39,241.6300048828125,241.72000122070312,240989.0,240.8000030517578,240.75
2019-06-17 08:09:06,240.7899932861328,240.7899932861328,70901.0,240.36000061035156,240.36000061035156
2019-06-17 08:42:51,242.5800018310547,242.58999633789062,263875.0,242.33999633789062,242.0399932861328
2019-06-17 08:44:10,242.47000122070312,242.63999938964844,371931.0,241.6699981689453,241.6699981689453
2019-06-17 09:02:14,242.19000244140625,242.30999755859375,96055.0,242.0500030517578,241.97999572753906
2019-06-17 09:03:28,242.05999755859375,242.8000030517578,327128.0,242.61000061035156,242.05999755859375
2019-06-17 09:33:37,242.00999450683594,242.39999389648438,117794.0,242.27000427246094,241.92999267578125
2019-06-17 09:37:06,242.19000244140625,242.27999877929688,69141.0,241.7899932861328,241.77999877929688
2019-06-17 09:55:11,241.91000366210938,242.27000427246094,124728.0,242.19000244140625,241.91000366210938
2019-06-17 10:18:14,241.14999389648438,241.9600067138672,247043.0,241.9600067138672,241.14999389648438
2019-06-17 10:20:13,242.5399932861328,242.67999267578125,169992.0,241.17999267578125,241.0399932861328
2019-06-17 10:33:59,243.27000427246094,243.97000122070312,279117.0,242.5800018310547,242.5800018310547
2019-06-17 11:14:53,242.9499969482422,244.1699981689453,468931.0,243.36000061035156,242.86000061035156
2019-06-17 11:16:22,242.5800018310547,243.1699981689453,209284.0,242.94000244140625,242.22000122070312
2019-06-17 11:31:32,242.8699951171875,243.41000366210938,107650.0,242.7899932861328,242.75999450683594
2019-06-17 11:34:29,242.6199951171875,242.8000030517578,143199.0,242.60000610351562,241.88999938964844
2019-06-17 11:49:07,244.0500030517578,244.07000732421875,219832.0,242.8699951171875,242.5399932861328
2019-06-17 12:19:56,241.9600067138672,244.64999389648438,782490.0,244.05999755859375,241.86000061035156
2019-06-17 12:44:16,241.85000610351562,242.24000549316406,192068.0,241.9600067138672,241.25999450683594
2019-06-17 12:55:29,242.16000366210938,242.19000244140625,74754.0,241.86000061035156,241.42999267578125
2019-06-17 13:05:32,241.97000122070312,242.5399932861328,121605.0,242.5399932861328,241.6300048828125
2019-06-17 13:12:19,242.8000030517578,242.82000732421875,75221.0,241.97000122070312,241.92999267578125
2019-06-17 13:29:19,243.25999450683594,243.30999755859375,104257.0,242.75999450683594,242.14999389648438
2019-06-17 13:54:28,242.83999633789062,243.42999267578125,100792.0,243.42999267578125,242.64999389648438
